Msg Id,Time (hr:min:sec),Time (Seconds) (),Clamp Pos (mm) (),Shoulder (Y) Pos (mm) (),Probe (X) Pos (mm) (),Shoulder (Y) Vel (mmPM) (),Probe (X) Velocity (mmPM) (),Spindle Torque (Nm) (),Shoulder Force (N) (),Probe Force (N) (),Anvil Force (N) (),Shoulder Servo Torque (Nm) (),Probe Servo Torque (Nm) ()
0,00:00:00.000,0.0012,-10.977,30,5.001,0,0,0.1519865,0,1156.262,-22.2775,0,0
0,00:00:00.001,0.0028,-10.977,30,5.001,0,0,0.1519865,0,1155.796,-20.0215,0,0
0,00:00:00.003,0.0044,-10.977,30,5.001,0,0,0.1294037,0,1155.68,-20.4715,0,0
0,00:00:00.004,0.006,-10.977,30,5.001,0,0,0.1068208,0,1156.495,-21.3765,0,0
0,00:00:00.006,0.0076,-10.977,30,5.001,0,0,0.1068208,0,1155.447,-23.183,0,0
0,00:00:00.008,0.0092,-10.977,30,5.001,0,0,0.1068208,0,1155.68,-21.82899,0,0
0,00:00:00.009,0.0108,-10.977,30,5.001,0,0,0.09962259,0,1155.098,-19.5705,0,0
0,00:00:00.011,0.0124,-10.977,30,5.001,0,0,0.09242439,0,1155.796,-23.18549,0,0
0,00:00:00.012,0.014,-10.977,30,5.001,0,0,0.09242439,0,1155.797,-19.573,0,0
0,00:00:00.014,0.0156,-10.977,30,5.001,0,0,0.09242439,0,1155.331,-20.9245,0,0
0,00:00:00.016,0.0172,-10.977,30,5.001,0,0,0.1263677,0,1154.515,-20.0235,0,0
0,00:00:00.017,0.0188,-10.977,30,5.001,0,0,0.1603111,0,1154.748,-18.2165,0,0
0,00:00:00.019,0.0204,-10.977,30,5.001,0,0,0.1603111,0,1154.981,-21.378,0,0
0,00:00:00.020,0.022,-10.977,30,5.001,0,0,0.1603111,0,1155.33,-21.378,0,0
0,00:00:00.022,0.0236,-10.977,30,5.001,0,0,0.10482,0,1155.097,-23.184,0,0
0,00:00:00.024,0.0252,-10.977,30,5.001,0,0,0.10482,0,1155.214,-21.37749,0,0
0,00:00:00.025,0.0268,-10.977,30,5.001,0,0,0.10482,0,1155.68,-20.473,0,0
0,00:00:00.027,0.0284,-10.977,30,5.001,0,0,0.1340014,0,1155.33,-22.28,0,0
0,00:00:00.028,0.03,-10.977,30,5.001,0,0,0.1631828,0,1154.049,-23.6315,0,0
0,00:00:00.030,0.0316,-10.977,30,5.001,0,0,0.1631828,0,1155.68,-18.2125,0,0
0,00:00:00.032,0.0332,-10.977,30,5.001,0,0,0.1631828,0,1154.515,-21.3755,0,0
0,00:00:00.033,0.0348,-10.977,30,5.001,0,0,0.1357743,0,1154.166,-18.66451,0,0
0,00:00:00.035,0.0364,-10.977,30,5.001,0,0,0.1083657,0,1154.282,-20.4725,0,0
0,00:00:00.036,0.038,-10.977,30,5.001,0,0,0.1083657,0,1155.33,-22.7335,0,0
0,00:00:00.038,0.0396,-10.977,30,5.001,0,0,0.1083657,0,1154.049,-22.2795,0,0
0,00:00:00.040,0.0412,-10.977,30,5.001,0,0,0.1447199,0,1155.214,-20.92599,0,0
1,00:00:00.041,0.0428,-10.977,30,5.001,0,0,0.1810742,0,1154.515,-20.023,0,0
1,00:00:00.043,0.0444,-10.977,30,5.001,0,0,0.1810742,0,1154.282,-20.472,0,0
1,00:00:00.044,0.046,-10.977,30,5.001,0,0,0.1810742,0,1155.214,-20.4725,0,0
1,00:00:00.046,0.0476,-10.977,30,5.001,0,0,0.1206714,0,1155.214,-21.8265,0,0
1,00:00:00.048,0.0492,-10.977,30,5.001,0,0,0.1206714,0,1154.865,-20.9215,0,0
1,00:00:00.049,0.0508,-10.977,30,5.001,0,0,0.1206714,0,1153.932,-20.474,0,0
1,00:00:00.051,0.0524,-10.977,30,5.001,0,0,0.1206714,0,1154.166,-20.0185,0,0
1,00:00:00.052,0.054,-10.977,30,5.001,0,0,0.1592812,0,1154.515,-25.894,0,0
1,00:00:00.054,0.0556,-10.977,30,5.001,0,0,0.1592812,0,1154.282,-23.633,0,0
1,00:00:00.056,0.0572,-10.977,30,5.001,0,0,0.1592812,0,1154.165,-24.085,0,0
1,00:00:00.057,0.0588,-10.977,30,5.001,0,0,0.1542034,0,1154.399,-23.18349,0,0
1,00:00:00.059,0.0604,-10.977,30,5.001,0,0,0.1491255,0,1153.816,-23.6325,0,0
1,00:00:00.060,0.062,-10.977,30,5.001,0,0,0.1491255,0,1154.166,-23.634,0,0
1,00:00:00.062,0.0636,-10.977,30,5.001,0,0,0.1491255,0,1153.35,-19.567,0,0
1,00:00:00.064,0.0652,-10.977,30,5.001,0,0,0.1582716,0,1153.583,-22.7305,0,0
1,00:00:00.065,0.0668,-10.977,30,5.001,0,0,0.1674178,0,1154.398,-23.18349,0,0
1,00:00:00.067,0.0684,-10.977,30,5.001,0,0,0.1674178,0,1153.583,-21.827,0,0
1,00:00:00.068,0.07,-10.977,30,5.001,0,0,0.1674178,0,1153.467,-20.02,0,0
1,00:00:00.070,0.0716,-10.977,30,5.001,0,0,0.1685918,0,1153.467,-21.374,0,0
1,00:00:00.072,0.0732,-10.977,30,5.001,0,0,0.1685918,0,1154.165,-21.375,0,0
1,00:00:00.073,0.0748,-10.977,30,5.001,0,0,0.1685918,0,1153.816,-23.6325,0,0
1,00:00:00.075,0.0764,-10.977,30,5.001,0,0,0.1685918,0,1153.816,-18.665,0,0
1,00:00:00.076,0.078,-10.977,30,5.001,0,0,0.1236333,0,1152.768,-24.084,0,0
1,00:00:00.078,0.0796,-10.977,30,5.001,0,0,0.1236333,0,1153.816,-20.0195,0,0
1,00:00:00.080,0.0812,-10.977,30,5.001,0,0,0.1236333,0,1152.884,-21.3745,0,0
1,00:00:00.081,0.0828,-10.977,30,5.001,0,0,0.1248631,0,1153.35,-20.021,0,0
2,00:00:00.083,0.0844,-10.977,30,5.001,0,0,0.1260929,0,1153.467,-22.7315,0,0
2,00:00:00.084,0.086,-10.977,30,5.001,0,0,0.1260929,0,1153.932,-21.82999,0,0
2,00:00:00.086,0.0876,-10.977,30,5.001,0,0,0.1260929,0,1153.35,-23.18349,0,0
2,00:00:00.088,0.0892,-10.977,30,5.001,0,0,0.1324728,0,1153,-24.99,0,0
2,00:00:00.089,0.0908,-10.977,30,5.001,0,0,0.1388528,0,1152.418,-22.28149,0,0
2,00:00:00.091,0.0924,-10.977,30,5.001,0,0,0.1388528,0,1153.467,-21.37849,0,0
2,00:00:00.092,0.094,-10.977,30,5.001,0,0,0.1388528,0,1152.535,-25.44299,0,0
2,00:00:00.094,0.0956,-10.977,30,5.001,0,0,0.1724803,0,1153.117,-22.7335,0,0
2,00:00:00.096,0.0972,-10.977,30,5.001,0,0,0.1724803,0,1151.952,-21.82899,0,0
2,00:00:00.097,0.0988,-10.977,30,5.001,0,0,0.1724803,0,1152.767,-19.1195,0,0
2,00:00:00.099,0.1004,-10.977,30,5.001,0,0,0.1569807,0,1152.302,-20.021,0,0
2,00:00:00.100,0.102,-10.977,30,5.001,0,0,0.1414811,0,1152.651,-22.279,0,0
2,00:00:00.102,0.1036,-10.977,30,5.001,0,0,0.1414811,0,1152.418,-24.5375,0,0
2,00:00:00.104,0.1052,-10.977,30,5.001,0,0,0.1414811,0,1152.302,-23.6345,0,0
2,00:00:00.105,0.1068,-10.977,30,5.001,0,0,0.1596193,0,1152.185,-22.7305,0,0
2,00:00:00.107,0.1084,-10.977,30,5.001,0,0,0.1777575,0,1151.952,-19.5705,0,0
2,00:00:00.108,0.11,-10.977,30,5.001,0,0,0.1777575,0,1152.535,-21.376,0,0
2,00:00:00.110,0.1116,-10.977,30,5.001,0,0,0.1777575,0,1151.952,-24.087,0,0
2,00:00:00.112,0.1132,-10.977,30,5.001,0,0,0.1742815,0,1151.836,-22.731,0,0
2,00:00:00.113,0.1148,-10.977,30,5.001,0,0,0.1708056,0,1151.952,-17.312,0,0
2,00:00:00.115,0.1164,-10.977,30,5.001,0,0,0.1708056,0,1152.185,-22.7305,0,0
2,00:00:00.116,0.118,-10.977,30,5.001,0,0,0.1708056,0,1152.302,-18.66451,0,0
2,00:00:00.118,0.1196,-10.977,30,5.001,0,0,0.1128684,0,1152.069,-23.1825,0,0
2,00:00:00.120,0.1212,-10.977,30,5.001,0,0,0.1128684,0,1152.069,-20.9255,0,0
2,00:00:00.121,0.1228,-10.977,30,5.001,0,0,0.1128684,0,1151.486,-25.443,0,0
2,00:00:00.123,0.1244,-10.977,30,5.001,0,0,0.1355347,0,1152.768,-19.118,0,0
3,00:00:00.124,0.126,-10.977,30,5.001,0,0,0.1582009,0,1151.719,-23.183,0,0
3,00:00:00.126,0.1276,-10.977,30,5.001,0,0,0.1582009,0,1151.952,-20.927,0,0
3,00:00:00.128,0.1292,-10.977,30,5.001,0,0,0.1582009,0,1150.671,-22.729,0,0
3,00:00:00.129,0.1308,-10.977,30,5.001,0,0,0.139183,0,1152.418,-21.3785,0,0
3,00:00:00.131,0.1324,-10.977,30,5.001,0,0,0.1201651,0,1151.719,-25.44099,0,0
3,00:00:00.132,0.134,-10.977,30,5.001,0,0,0.1201651,0,1151.602,-21.83,0,0
3,00:00:00.134,0.1356,-10.977,30,5.001,0,0,0.1201651,0,1150.904,-22.732,0,0
3,00:00:00.136,0.1372,-10.977,30,5.001,0,0,0.1235887,0,1152.534,-20.9265,0,0
3,00:00:00.137,0.1388,-10.977,30,5.001,0,0,0.1235887,0,1151.253,-28.1525,0,0
3,00:00:00.139,0.1404,-10.977,30,5.001,0,0,0.1235887,0,1151.603,-20.9275,0,0
3,00:00:00.140,0.142,-10.977,30,5.001,0,0,0.1235887,0,1151.136,-23.184,0,0
3,00:00:00.142,0.1436,-10.977,30,5.001,0,0,0.1654452,0,1151.369,-20.022,0,0
3,00:00:00.144,0.1452,-10.977,30,5.001,0,0,0.1654452,0,1151.253,-23.1805,0,0
3,00:00:00.145,0.1468,-10.977,30,5.001,0,0,0.1654452,0,1151.835,-22.73199,0,0
3,00:00:00.147,0.1484,-10.977,30,5.001,0,0,0.1439019,0,1151.602,-20.9255,0,0
3,00:00:00.148,0.15,-10.977,30,5.001,0,0,0.1223587,0,1151.136,-22.7315,0,0
3,00:00:00.150,0.1516,-10.977,30,5.001,0,0,0.1223587,0,1151.136,-23.181,0,0
3,00:00:00.152,0.1532,-10.977,30,5.001,0,0,0.1223587,0,1151.603,-17.7615,0,0
3,00:00:00.153,0.1548,-10.977,30,5.001,0,0,0.142745,0,1151.136,-22.7305,0,0
3,00:00:00.155,0.1564,-10.977,30,5.001,0,0,0.1631313,0,1150.903,-20.0205,0,0
3,00:00:00.156,0.158,-10.977,30,5.001,0,0,0.1631313,0,1150.67,-22.7295,0,0
3,00:00:00.158,0.1596,-10.977,30,5.001,0,0,0.1631313,0,1150.787,-20.021,0,0
3,00:00:00.160,0.1612,-10.977,30,5.001,0,0,0.1510574,0,1150.088,-25.4405,0,0
3,00:00:00.161,0.1628,-10.977,30,5.001,0,0,0.1389835,0,1151.136,-20.923,0,0
3,00:00:00.163,0.1644,-10.977,30,5.001,0,0,0.1389835,0,1151.369,-25.8925,0,0
3,00:00:00.164,0.166,-10.977,30,5.001,0,0,0.1389835,0,1151.02,-19.1175,0,0
4,00:00:00.166,0.1676,-10.977,30,5.001,0,0,0.1533224,0,1150.554,-23.183,0,0
4,00:00:00.168,0.1692,-10.977,30,5.001,0,0,0.1533224,0,1150.67,-20.475,0,0
4,00:00:00.169,0.1708,-10.977,30,5.001,0,0,0.1533224,0,1151.486,-26.344,0,0
4,00:00:00.171,0.1724,-10.977,30,5.001,0,0,0.1276122,0,1150.904,-20.023,0,0
4,00:00:00.172,0.174,-10.977,30,5.001,0,0,0.1019021,0,1150.438,-26.344,0,0
4,00:00:00.174,0.1756,-10.977,30,5.001,0,0,0.1019021,0,1150.67,-21.376,0,0
4,00:00:00.176,0.1772,-10.977,30,5.001,0,0,0.1019021,0,1150.904,-24.53699,0,0
4,00:00:00.177,0.1788,-10.977,30,5.001,0,0,0.1229707,0,1151.136,-19.569,0,0
4,00:00:00.179,0.1804,-10.977,30,5.001,0,0,0.1440394,0,1149.971,-25.892,0,0
4,00:00:00.180,0.182,-10.977,30,5.001,0,0,0.1440394,0,1150.554,-20.474,0,0
4,00:00:00.182,0.1836,-10.977,30,5.001,0,0,0.1440394,0,1150.088,-25.4415,0,0
4,00:00:00.184,0.1852,-10.977,30,5.001,0,0,0.1141998,0,1150.554,-20.4745,0,0
4,00:00:00.185,0.1868,-10.977,30,5.001,0,0,0.1141998,0,1150.554,-26.79749,0,0
4,00:00:00.187,0.1884,-10.977,30,5.001,0,0,0.1141998,0,1150.787,-19.1185,0,0
4,00:00:00.188,0.19,-10.977,30,5.001,0,0,0.1141998,0,1149.505,-24.538,0,0
4,00:00:00.190,0.1916,-10.977,30,5.001,0,0,0.1275782,0,1150.438,-23.184,0,0
4,00:00:00.192,0.1932,-10.977,30,5.001,0,0,0.1275782,0,1150.321,-24.99,0,0
4,00:00:00.193,0.1948,-10.977,30,5.001,0,0,0.1275782,0,1150.438,-21.376,0,0
4,00:00:00.195,0.1964,-10.977,30,5.001,0,0,0.1271626,0,1149.972,-23.1825,0,0
4,00:00:00.196,0.198,-10.977,30,5.001,0,0,0.126747,0,1150.204,-20.0205,0,0
4,00:00:00.198,0.1996,-10.977,30,5.001,0,0,0.126747,0,1149.738,-24.5365,0,0
4,00:00:00.200,0.2012,-10.977,30,5.001,0,0,0.126747,0,1150.787,-21.376,0,0
4,00:00:00.201,0.2028,-10.977,30,5.001,0,0,0.1365029,0,1149.389,-24.53899,0,0
4,00:00:00.203,0.2044,-10.977,30,5.001,0,0,0.1462587,0,1150.554,-23.18649,0,0
4,00:00:00.204,0.206,-10.977,30,5.001,0,0,0.1462587,0,1149.389,-24.9885,0,0
4,00:00:00.206,0.2076,-10.977,30,5.001,0,0,0.1462587,0,1149.971,-23.1835,0,0
5,00:00:00.208,0.2092,-10.977,30,5.001,0,0,0.1467553,0,1149.855,-27.2485,0,0
5,00:00:00.209,0.2108,-10.977,30,5.001,0,0,0.1472518,0,1149.04,-20.473,0,0
5,00:00:00.211,0.2124,-10.977,30,5.001,0,0,0.1472518,0,1149.039,-23.63599,0,0
5,00:00:00.212,0.214,-10.977,30,5.001,0,0,0.1472518,0,1149.738,-18.216,0,0
5,00:00:00.214,0.2156,-10.977,30,5.001,0,0,0.1381482,0,1149.739,-21.826,0,0
5,00:00:00.216,0.2172,-10.977,30,5.001,0,0,0.1381482,0,1150.205,-22.2815,0,0
5,00:00:00.217,0.2188,-10.977,30,5.001,0,0,0.1381482,0,1149.156,-24.5385,0,0
5,00:00:00.219,0.2204,-10.977,30,5.001,0,0,0.1255012,0,1150.088,-21.377,0,0
5,00:00:00.220,0.222,-10.977,30,5.001,0,0,0.1128543,0,1149.039,-21.375,0,0
5,00:00:00.222,0.2236,-10.977,30,5.001,0,0,0.1128543,0,1149.622,-20.924,0,0
5,00:00:00.224,0.2252,-10.977,30,5.001,0,0,0.1128543,0,1149.855,-23.1815,0,0
5,00:00:00.225,0.2268,-10.977,30,5.001,0,0,0.1131358,0,1149.505,-20.9225,0,0
5,00:00:00.227,0.2284,-10.977,30,5.001,0,0,0.1134174,0,1149.389,-22.73,0,0
5,00:00:00.228,0.23,-10.977,30,5.001,0,0,0.1134174,0,1148.923,-20.02299,0,0
5,00:00:00.230,0.2316,-10.977,30,5.001,0,0,0.1134174,0,1148.34,-23.1825,0,0
5,00:00:00.232,0.2332,-10.977,30,5.001,0,0,0.1337127,0,1149.505,-20.9245,0,0
5,00:00:00.233,0.2348,-10.977,30,5.001,0,0,0.1540081,0,1148.34,-23.6345,0,0
5,00:00:00.235,0.2364,-10.977,30,5.001,0,0,0.1540081,0,1148.806,-20.023,0,0
5,00:00:00.236,0.238,-10.977,30,5.001,0,0,0.1540081,0,1148.224,-25.4415,0,0
5,00:00:00.238,0.2396,-10.977,30,5.001,0,0,0.1107846,0,1148.806,-20.4735,0,0
5,00:00:00.240,0.2412,-10.977,30,5.001,0,0,0.1107846,0,1148.69,-24.08749,0,0
5,00:00:00.241,0.2428,-10.977,30,5.001,0,0,0.1107846,0,1149.272,-18.665,0,0
5,00:00:00.243,0.2444,-10.977,30,5.001,0,0,0.1107846,0,1148.923,-24.08549,0,0
5,00:00:00.244,0.246,-10.977,30,5.001,0,0,0.149184,0,1149.039,-20.474,0,0
5,00:00:00.246,0.2476,-10.977,30,5.001,0,0,0.149184,0,1147.991,-23.6335,0,0
5,00:00:00.248,0.2492,-10.977,30,5.001,0,0,0.149184,0,1148.69,-21.8295,0,0
6,00:00:00.249,0.2508,-10.977,30,5.001,0,0,0.1421703,0,1148.34,-24.537,0,0
