Msg Id,Time (hr:min:sec),Time (Seconds) (),Clamp Pos (mm) (),Shoulder (Y) Pos (mm) (),Probe (X) Pos (mm) (),Shoulder (Y) Vel (mmPM) (),Probe (X) Velocity (mmPM) (),Spindle Torque (Nm) (),Shoulder Force (N) (),Probe Force (N) (),Anvil Force (N) (),Shoulder Servo Torque (Nm) (),Probe Servo Torque (Nm) ()
0,00:00:00.000,0.0012,-10.977,30,5.001,0,0,-0.05747763,0,472.058,-19.11,0,0
0,00:00:00.001,0.0028,-10.977,30,5.001,0,0,-0.05389112,0,471.825,-20.4645,0,0
0,00:00:00.003,0.0044,-10.977,30,5.001,0,0,-0.05389112,0,472.058,-18.2035,0,0
0,00:00:00.004,0.006,-10.977,30,5.001,0,0,-0.05389112,0,471.9415,-20.011,0,0
0,00:00:00.006,0.0076,-10.977,30,5.001,0,0,-0.05406878,0,471.7085,-19.108,0,0
0,00:00:00.008,0.0092,-10.977,30,5.001,0,0,-0.05424644,0,471.4755,-21.366,0,0
0,00:00:00.009,0.0108,-10.977,30,5.001,0,0,-0.05424644,0,471.592,-19.559,0,0
0,00:00:00.011,0.0124,-10.977,30,5.001,0,0,-0.05424644,0,471.4755,-20.464,0,0
0,00:00:00.012,0.014,-10.977,30,5.001,0,0,-0.05370026,0,472.1745,-18.2065,0,0
0,00:00:00.014,0.0156,-10.977,30,5.001,0,0,-0.05370026,0,471.2425,-24.53049,0,0
0,00:00:00.016,0.0172,-10.977,30,5.001,0,0,-0.05370026,0,472.291,-20.915,0,0
0,00:00:00.017,0.0188,-10.977,30,5.001,0,0,-0.05370026,0,471.126,-24.98199,0,0
0,00:00:00.019,0.0204,-10.977,30,5.001,0,0,-0.05506022,0,471.592,-20.0125,0,0
0,00:00:00.020,0.022,-10.977,30,5.001,0,0,-0.05506022,0,470.893,-23.1745,0,0
0,00:00:00.022,0.0236,-10.977,30,5.001,0,0,-0.05506022,0,471.359,-22.272,0,0
0,00:00:00.024,0.0252,-10.977,30,5.001,0,0,-0.07229903,0,471.0095,-22.72199,0,0
0,00:00:00.025,0.0268,-10.977,30,5.001,0,0,-0.08953784,0,471.2425,-24.531,0,0
0,00:00:00.027,0.0284,-10.977,30,5.001,0,0,-0.08953784,0,471.2425,-23.62699,0,0
0,00:00:00.028,0.03,-10.977,30,5.001,0,0,-0.08953784,0,471.7085,-20.4655,0,0
0,00:00:00.030,0.0316,-10.977,30,5.001,0,0,-0.06738105,0,470.3105,-18.657,0,0
0,00:00:00.032,0.0332,-10.977,30,5.001,0,0,-0.04522426,0,471.4755,-20.46649,0,0
0,00:00:00.033,0.0348,-10.977,30,5.001,0,0,-0.04522426,0,470.5435,-22.27149,0,0
0,00:00:00.035,0.0364,-10.977,30,5.001,0,0,-0.04522426,0,470.893,-20.9185,0,0
0,00:00:00.036,0.038,-10.977,30,5.001,0,0,-0.0431548,0,470.66,-23.626,0,0
0,00:00:00.038,0.0396,-10.977,30,5.001,0,0,-0.04108534,0,471.0095,-21.366,0,0
0,00:00:00.040,0.0412,-10.977,30,5.001,0,0,-0.04108534,0,470.3105,-21.821,0,0
1,00:00:00.041,0.0428,-10.977,30,5.001,0,0,-0.04108534,0,470.893,-21.82099,0,0
1,00:00:00.043,0.0444,-10.977,30,5.001,0,0,-0.0557451,0,470.7765,-20.0135,0,0
1,00:00:00.044,0.046,-10.977,30,5.001,0,0,-0.0557451,0,471.592,-20.9175,0,0
1,00:00:00.046,0.0476,-10.977,30,5.001,0,0,-0.0557451,0,470.66,-21.3685,0,0
1,00:00:00.048,0.0492,-10.977,30,5.001,0,0,-0.0557451,0,471.0095,-20.46249,0,0
1,00:00:00.049,0.0508,-10.977,30,5.001,0,0,-0.0737399,0,470.194,-23.62499,0,0
1,00:00:00.051,0.0524,-10.977,30,5.001,0,0,-0.0737399,0,470.893,-22.2715,0,0
1,00:00:00.052,0.054,-10.977,30,5.001,0,0,-0.0737399,0,470.194,-23.173,0,0
1,00:00:00.054,0.0556,-10.977,30,5.001,0,0,-0.0711183,0,470.66,-23.6245,0,0
1,00:00:00.056,0.0572,-10.977,30,5.001,0,0,-0.0684967,0,470.7765,-24.077,0,0
1,00:00:00.057,0.0588,-10.977,30,5.001,0,0,-0.0684967,0,470.194,-21.366,0,0
1,00:00:00.059,0.0604,-10.977,30,5.001,0,0,-0.0684967,0,470.5435,-22.7215,0,0
1,00:00:00.060,0.062,-10.977,30,5.001,0,0,-0.06498326,0,471.2425,-18.20399,0,0
1,00:00:00.062,0.0636,-10.977,30,5.001,0,0,-0.0614698,0,471.126,-21.8185,0,0
1,00:00:00.064,0.0652,-10.977,30,5.001,0,0,-0.0614698,0,471.359,-18.6565,0,0
1,00:00:00.065,0.0668,-10.977,30,5.001,0,0,-0.0614698,0,471.0095,-23.62399,0,0
1,00:00:00.067,0.0684,-10.977,30,5.001,0,0,-0.07055154,0,471.0095,-16.8495,0,0
1,00:00:00.068,0.07,-10.977,30,5.001,0,0,-0.07055154,0,471.0095,-21.8205,0,0
1,00:00:00.070,0.0716,-10.977,30,5.001,0,0,-0.07055154,0,471.0095,-19.10999,0,0
1,00:00:00.072,0.0732,-10.977,30,5.001,0,0,-0.07055154,0,471.359,-24.5275,0,0
1,00:00:00.073,0.0748,-10.977,30,5.001,0,0,-0.08349279,0,471.592,-20.0125,0,0
1,00:00:00.075,0.0764,-10.977,30,5.001,0,0,-0.08349279,0,470.5435,-25.883,0,0
1,00:00:00.076,0.078,-10.977,30,5.001,0,0,-0.08349279,0,471.359,-18.2045,0,0
1,00:00:00.078,0.0796,-10.977,30,5.001,0,0,-0.09880745,0,470.66,-22.2695,0,0
1,00:00:00.080,0.0812,-10.977,30,5.001,0,0,-0.1141221,0,470.7765,-22.72099,0,0
1,00:00:00.081,0.0828,-10.977,30,5.001,0,0,-0.1141221,0,471.126,-24.076,0,0
2,00:00:00.083,0.0844,-10.977,30,5.001,0,0,-0.1141221,0,471.2425,-19.56049,0,0
2,00:00:00.084,0.086,-10.977,30,5.001,0,0,-0.0941548,0,470.66,-24.07649,0,0
2,00:00:00.086,0.0876,-10.977,30,5.001,0,0,-0.07418751,0,470.7765,-20.013,0,0
2,00:00:00.088,0.0892,-10.977,30,5.001,0,0,-0.07418751,0,470.3105,-23.624,0,0
2,00:00:00.089,0.0908,-10.977,30,5.001,0,0,-0.07418751,0,470.3105,-17.754,0,0
2,00:00:00.091,0.0924,-10.977,30,5.001,0,0,-0.05573362,0,471.0095,-23.6235,0,0
2,00:00:00.092,0.094,-10.977,30,5.001,0,0,-0.05573362,0,470.66,-17.3015,0,0
2,00:00:00.094,0.0956,-10.977,30,5.001,0,0,-0.05573362,0,470.893,-20.913,0,0
2,00:00:00.096,0.0972,-10.977,30,5.001,0,0,-0.07222772,0,471.592,-17.3005,0,0
2,00:00:00.097,0.0988,-10.977,30,5.001,0,0,-0.08872182,0,469.961,-20.009,0,0
2,00:00:00.099,0.1004,-10.977,30,5.001,0,0,-0.08872182,0,471.126,-20.0135,0,0
2,00:00:00.100,0.102,-10.977,30,5.001,0,0,-0.08872182,0,470.427,-19.1075,0,0
2,00:00:00.102,0.1036,-10.977,30,5.001,0,0,-0.0737242,0,470.427,-22.27149,0,0
2,00:00:00.104,0.1052,-10.977,30,5.001,0,0,-0.05872657,0,470.427,-22.2695,0,0
2,00:00:00.105,0.1068,-10.977,30,5.001,0,0,-0.05872657,0,470.427,-16.85149,0,0
2,00:00:00.107,0.1084,-10.977,30,5.001,0,0,-0.05872657,0,470.194,-21.81799,0,0
2,00:00:00.108,0.11,-10.977,30,5.001,0,0,-0.05710215,0,470.893,-16.85,0,0
2,00:00:00.110,0.1116,-10.977,30,5.001,0,0,-0.05547772,0,469.961,-22.27,0,0
2,00:00:00.112,0.1132,-10.977,30,5.001,0,0,-0.05547772,0,470.194,-16.8505,0,0
2,00:00:00.113,0.1148,-10.977,30,5.001,0,0,-0.05547772,0,470.0775,-21.367,0,0
2,00:00:00.115,0.1164,-10.977,30,5.001,0,0,-0.07252771,0,470.5435,-16.399,0,0
2,00:00:00.116,0.118,-10.977,30,5.001,0,0,-0.07252771,0,469.8445,-21.3665,0,0
2,00:00:00.118,0.1196,-10.977,30,5.001,0,0,-0.07252771,0,470.5435,-18.658,0,0
2,00:00:00.120,0.1212,-10.977,30,5.001,0,0,-0.07455363,0,470.0775,-23.62749,0,0
2,00:00:00.121,0.1228,-10.977,30,5.001,0,0,-0.07657955,0,470.66,-18.658,0,0
2,00:00:00.123,0.1244,-10.977,30,5.001,0,0,-0.07657955,0,469.262,-20.916,0,0
3,00:00:00.124,0.126,-10.977,30,5.001,0,0,-0.07657955,0,469.961,-17.302,0,0
3,00:00:00.126,0.1276,-10.977,30,5.001,0,0,-0.07262133,0,469.728,-22.7205,0,0
3,00:00:00.128,0.1292,-10.977,30,5.001,0,0,-0.06866312,0,470.194,-20.46549,0,0
3,00:00:00.129,0.1308,-10.977,30,5.001,0,0,-0.06866312,0,469.8445,-20.4625,0,0
3,00:00:00.131,0.1324,-10.977,30,5.001,0,0,-0.06866312,0,469.8445,-20.91599,0,0
3,00:00:00.132,0.134,-10.977,30,5.001,0,0,-0.08115942,0,470.194,-22.272,0,0
3,00:00:00.134,0.1356,-10.977,30,5.001,0,0,-0.08115942,0,470.194,-20.464,0,0
3,00:00:00.136,0.1372,-10.977,30,5.001,0,0,-0.08115942,0,469.262,-20.011,0,0
3,00:00:00.137,0.1388,-10.977,30,5.001,0,0,-0.08115942,0,470.3105,-19.10799,0,0
3,00:00:00.139,0.1404,-10.977,30,5.001,0,0,-0.07696253,0,469.3785,-23.6245,0,0
3,00:00:00.140,0.142,-10.977,30,5.001,0,0,-0.07696253,0,469.8445,-20.9165,0,0
3,00:00:00.142,0.1436,-10.977,30,5.001,0,0,-0.07696253,0,469.262,-24.0775,0,0
3,00:00:00.144,0.1452,-10.977,30,5.001,0,0,-0.07882681,0,469.8445,-20.014,0,0
3,00:00:00.145,0.1468,-10.977,30,5.001,0,0,-0.08069109,0,468.796,-22.2715,0,0
3,00:00:00.147,0.1484,-10.977,30,5.001,0,0,-0.08069109,0,469.728,-18.207,0,0
3,00:00:00.148,0.15,-10.977,30,5.001,0,0,-0.08069109,0,469.029,-25.8855,0,0
3,00:00:00.150,0.1516,-10.977,30,5.001,0,0,-0.06957295,0,469.961,-21.8195,0,0
3,00:00:00.152,0.1532,-10.977,30,5.001,0,0,-0.0584548,0,469.6115,-19.559,0,0
3,00:00:00.153,0.1548,-10.977,30,5.001,0,0,-0.0584548,0,469.029,-18.657,0,0
3,00:00:00.155,0.1564,-10.977,30,5.001,0,0,-0.0584548,0,469.6115,-22.723,0,0
3,00:00:00.156,0.158,-10.977,30,5.001,0,0,-0.05740777,0,468.9125,-17.304,0,0
3,00:00:00.158,0.1596,-10.977,30,5.001,0,0,-0.05740777,0,469.961,-22.271,0,0
3,00:00:00.160,0.1612,-10.977,30,5.001,0,0,-0.05740777,0,470.3105,-19.10999,0,0
3,00:00:00.161,0.1628,-10.977,30,5.001,0,0,-0.05740777,0,469.961,-21.819,0,0
3,00:00:00.163,0.1644,-10.977,30,5.001,0,0,-0.07469238,0,469.1455,-20.46449,0,0
3,00:00:00.164,0.166,-10.977,30,5.001,0,0,-0.07469238,0,469.029,-22.26949,0,0
4,00:00:00.166,0.1676,-10.977,30,5.001,0,0,-0.07469238,0,469.3785,-17.75549,0,0
4,00:00:00.168,0.1692,-10.977,30,5.001,0,0,-0.05656386,0,468.563,-23.17349,0,0
4,00:00:00.169,0.1708,-10.977,30,5.001,0,0,-0.03843534,0,469.8445,-18.2055,0,0
4,00:00:00.171,0.1724,-10.977,30,5.001,0,0,-0.03843534,0,468.9125,-21.81699,0,0
4,00:00:00.172,0.174,-10.977,30,5.001,0,0,-0.03843534,0,468.9125,-16.399,0,0
4,00:00:00.174,0.1756,-10.977,30,5.001,0,0,-0.06107179,0,468.4465,-20.462,0,0
4,00:00:00.176,0.1772,-10.977,30,5.001,0,0,-0.08370824,0,469.262,-18.659,0,0
4,00:00:00.177,0.1788,-10.977,30,5.001,0,0,-0.08370824,0,468.6795,-20.463,0,0
4,00:00:00.179,0.1804,-10.977,30,5.001,0,0,-0.08370824,0,469.6115,-18.6575,0,0
