Msg Id,Time (hr:min:sec),Time (Seconds) (),Clamp Pos (mm) (),Shoulder (Y) Pos (mm) (),Probe (X) Pos (mm) (),Shoulder (Y) Vel (mmPM) (),Probe (X) Velocity (mmPM) (),Spindle Torque (Nm) (),Shoulder Force (N) (),Probe Force (N) (),Anvil Force (N) (),Shoulder Servo Torque (Nm) (),Probe Servo Torque (Nm) ()
0,00:00:00.000,0.0012,-10.915,30,5.001,0,0,0.1007178,0,2035.371,-5.929996,0,0
0,00:00:00.001,0.0028,-10.915,30,5.001,0,0,0.1287704,0,2036.187,-4.573999,0,0
0,00:00:00.003,0.0044,-10.915,30,5.001,0,0,0.1287704,0,2035.371,-7.285997,0,0
0,00:00:00.004,0.006,-10.915,30,5.001,0,0,0.1287704,0,2035.371,-5.480499,0,0
0,00:00:00.006,0.0076,-10.915,30,5.001,0,0,0.1287704,0,2034.672,-6.833998,0,0
0,00:00:00.008,0.0092,-10.915,30,5.001,0,0,0.1064075,0,2035.488,-0.9634972,0,0
0,00:00:00.009,0.0108,-10.915,30,5.001,0,0,0.1064075,0,2035.721,-6.833496,0,0
0,00:00:00.011,0.0124,-10.915,30,5.001,0,0,0.1064075,0,2035.255,-3.671999,0,0
0,00:00:00.012,0.014,-10.915,30,5.001,0,0,0.1064075,0,2035.604,-8.189499,0,0
0,00:00:00.014,0.0156,-10.915,30,5.001,0,0,0.06585482,0,2035.371,-4.123497,0,0
0,00:00:00.016,0.0172,-10.915,30,5.001,0,0,0.06585482,0,2035.488,-8.185997,0,0
0,00:00:00.017,0.0188,-10.915,30,5.001,0,0,0.06585482,0,2035.255,-3.218498,0,0
0,00:00:00.019,0.0204,-10.915,30,5.001,0,0,0.06844535,0,2035.371,-8.186497,0,0
0,00:00:00.020,0.022,-10.915,30,5.001,0,0,0.0710359,0,2034.906,-4.574997,0,0
0,00:00:00.022,0.0236,-10.915,30,5.001,0,0,0.0710359,0,2034.09,-9.993496,0,0
0,00:00:00.024,0.0252,-10.915,30,5.001,0,0,0.0710359,0,2034.439,-5.026999,0,0
0,00:00:00.025,0.0268,-10.915,30,5.001,0,0,0.09489167,0,2034.556,-5.929497,0,0
0,00:00:00.027,0.0284,-10.915,30,5.001,0,0,0.1187474,0,2034.556,-4.126499,0,0
0,00:00:00.028,0.03,-10.915,30,5.001,0,0,0.1187474,0,2034.556,-7.284998,0,0
0,00:00:00.030,0.0316,-10.915,30,5.001,0,0,0.1187474,0,2035.022,-2.316998,0,0
0,00:00:00.032,0.0332,-10.915,30,5.001,0,0,0.102826,0,2035.371,-7.737497,0,0
0,00:00:00.033,0.0348,-10.915,30,5.001,0,0,0.102826,0,2034.672,-4.576998,0,0
0,00:00:00.035,0.0364,-10.915,30,5.001,0,0,0.102826,0,2034.439,-7.735996,0,0
0,00:00:00.036,0.038,-10.915,30,5.001,0,0,0.102826,0,2034.323,-4.575497,0,0
0,00:00:00.038,0.0396,-10.915,30,5.001,0,0,0.08178787,0,2034.439,-7.283997,0,0
0,00:00:00.040,0.0412,-10.915,30,5.001,0,0,0.08178787,0,2035.138,-4.123497,0,0
