Msg Id,Time (hr:min:sec),Time (Seconds) (),Clamp Pos (mm) (),Shoulder (Y) Pos (mm) (),Probe (X) Pos (mm) (),Shoulder (Y) Vel (mmPM) (),Probe (X) Velocity (mmPM) (),Spindle Torque (Nm) (),Shoulder Force (N) (),Probe Force (N) (),Anvil Force (N) (),Shoulder Servo Torque (Nm) (),Probe Servo Torque (Nm) ()
0,00:00:00.000,0.0012,-10.977,30,5.001,0,0,0.09837793,0,678.6125,-19.5545,0,0
0,00:00:00.001,0.0028,-10.977,30,5.001,0,0,0.09177815,0,678.03,-16.392,0,0
0,00:00:00.003,0.0044,-10.977,30,5.001,0,0,0.08517838,0,678.729,-16.393,0,0
0,00:00:00.004,0.006,-10.977,30,5.001,0,0,0.08517838,0,679.428,-12.327,0,0
0,00:00:00.006,0.0076,-10.977,30,5.001,0,0,0.08517838,0,678.6125,-17.748,0,0
0,00:00:00.008,0.0092,-10.977,30,5.001,0,0,0.07659869,0,678.2629,-15.9405,0,0
0,00:00:00.009,0.0108,-10.977,30,5.001,0,0,0.07659869,0,678.3795,-14.1315,0,0
0,00:00:00.011,0.0124,-10.977,30,5.001,0,0,0.07659869,0,678.8455,-15.942,0,0
0,00:00:00.012,0.014,-10.977,30,5.001,0,0,0.07659869,0,678.7289,-14.5845,0,0
0,00:00:00.014,0.0156,-10.977,30,5.001,0,0,0.09830593,0,679.5445,-14.1325,0,0
0,00:00:00.016,0.0172,-10.977,30,5.001,0,0,0.09830593,0,678.3795,-15.94,0,0
0,00:00:00.017,0.0188,-10.977,30,5.001,0,0,0.09830593,0,678.263,-15.037,0,0
0,00:00:00.019,0.0204,-10.977,30,5.001,0,0,0.09830593,0,678.6125,-15.941,0,0
0,00:00:00.020,0.022,-10.977,30,5.001,0,0,0.03692484,0,678.962,-11.8765,0,0
0,00:00:00.022,0.0236,-10.977,30,5.001,0,0,0.03692484,0,678.3795,-19.555,0,0
0,00:00:00.024,0.0252,-10.977,30,5.001,0,0,0.03692484,0,678.8455,-16.392,0,0
0,00:00:00.025,0.0268,-10.977,30,5.001,0,0,0.04090585,0,678.8455,-19.5545,0,0
0,00:00:00.027,0.0284,-10.977,30,5.001,0,0,0.04488686,0,678.962,-15.039,0,0
0,00:00:00.028,0.03,-10.977,30,5.001,0,0,0.04488686,0,678.263,-16.842,0,0
0,00:00:00.030,0.0316,-10.977,30,5.001,0,0,0.04488686,0,679.428,-16.8445,0,0
0,00:00:00.032,0.0332,-10.977,30,5.001,0,0,0.06739914,0,678.03,-17.7455,0,0
0,00:00:00.033,0.0348,-10.977,30,5.001,0,0,0.08991144,0,678.6124,-13.683,0,0
