Msg Id,Time (hr:min:sec),Time (Seconds) (),Clamp Pos (mm) (),Shoulder (Y) Pos (mm) (),Probe (X) Pos (mm) (),Shoulder (Y) Vel (mmPM) (),Probe (X) Velocity (mmPM) (),Spindle Torque (Nm) (),Shoulder Force (N) (),Probe Force (N) (),Anvil Force (N) (),Shoulder Servo Torque (Nm) (),Probe Servo Torque (Nm) ()
0,00:00:00.000,0.0012,-10.977,30,5.001,0,0,0.001702332,0,2477.256,-17.2955,0,0
0,00:00:00.001,0.0028,-10.977,30,5.001,0,0,0.001702332,0,2477.955,-20.9095,0,0
0,00:00:00.003,0.0044,-10.977,30,5.001,0,0,0.00549527,0,2477.955,-16.8435,0,0
0,00:00:00.004,0.006,-10.977,30,5.001,0,0,0.009288209,0,2477.838,-17.7465,0,0
0,00:00:00.006,0.0076,-10.977,30,5.001,0,0,0.009288209,0,2476.557,-16.8435,0,0
0,00:00:00.008,0.0092,-10.977,30,5.001,0,0,0.009288209,0,2477.722,-16.8465,0,0
0,00:00:00.009,0.0108,-10.977,30,5.001,0,0,0.007200042,0,2476.557,-19.555,0,0
0,00:00:00.011,0.0124,-10.977,30,5.001,0,0,0.005111875,0,2477.838,-17.295,0,0
0,00:00:00.012,0.014,-10.977,30,5.001,0,0,0.005111875,0,2476.673,-20.4545,0,0
0,00:00:00.014,0.0156,-10.977,30,5.001,0,0,0.005111875,0,2476.557,-13.228,0,0
0,00:00:00.016,0.0172,-10.977,30,5.001,0,0,-0.0100673,0,2476.906,-17.2935,0,0
0,00:00:00.017,0.0188,-10.977,30,5.001,0,0,-0.02524647,0,2476.557,-16.3885,0,0
0,00:00:00.019,0.0204,-10.977,30,5.001,0,0,-0.02524647,0,2476.324,-17.7445,0,0
0,00:00:00.020,0.022,-10.977,30,5.001,0,0,-0.02524647,0,2476.091,-16.8425,0,0
0,00:00:00.022,0.0236,-10.977,30,5.001,0,0,-0.0104584,0,2476.557,-16.8415,0,0
0,00:00:00.024,0.0252,-10.977,30,5.001,0,0,-0.0104584,0,2476.557,-16.8435,0,0
0,00:00:00.025,0.0268,-10.977,30,5.001,0,0,-0.0104584,0,2477.139,-19.101,0,0
