Msg Id,Time (hr:min:sec),Time (Seconds) (),Clamp Pos (mm) (),Shoulder (Y) Pos (mm) (),Probe (X) Pos (mm) (),Shoulder (Y) Vel (mmPM) (),Probe (X) Velocity (mmPM) (),Spindle Torque (Nm) (),Shoulder Force (N) (),Probe Force (N) (),Anvil Force (N) (),Shoulder Servo Torque (Nm) (),Probe Servo Torque (Nm) ()
0,00:00:00.000,0.0012,-10.977,30,5.001,0,0,-0.1165149,0,2135.212,-21.834,0,0
0,00:00:00.001,0.0028,-10.977,30,5.001,0,0,-0.140996,0,2135.911,-24.092,0,0
0,00:00:00.003,0.0044,-10.977,30,5.001,0,0,-0.1654771,0,2135.911,-23.638,0,0
0,00:00:00.004,0.006,-10.977,30,5.001,0,0,-0.1654771,0,2134.979,-23.1865,0,0
0,00:00:00.006,0.0076,-10.977,30,5.001,0,0,-0.1654771,0,2135.095,-25.4455,0,0
0,00:00:00.008,0.0092,-10.977,30,5.001,0,0,-0.1040488,0,2134.862,-21.832,0,0
0,00:00:00.009,0.0108,-10.977,30,5.001,0,0,-0.1040488,0,2135.095,-21.3795,0,0
0,00:00:00.011,0.0124,-10.977,30,5.001,0,0,-0.1040488,0,2134.629,-20.9265,0,0
0,00:00:00.012,0.014,-10.977,30,5.001,0,0,-0.1040488,0,2134.862,-22.2835,0,0
0,00:00:00.014,0.0156,-10.977,30,5.001,0,0,-0.09362693,0,2133.93,-21.38,0,0
0,00:00:00.016,0.0172,-10.977,30,5.001,0,0,-0.09362693,0,2134.513,-19.574,0,0
0,00:00:00.017,0.0188,-10.977,30,5.001,0,0,-0.09362693,0,2134.163,-19.57249,0,0
0,00:00:00.019,0.0204,-10.977,30,5.001,0,0,-0.1062624,0,2134.746,-20.02599,0,0
0,00:00:00.020,0.022,-10.977,30,5.001,0,0,-0.1188979,0,2134.047,-19.57349,0,0
0,00:00:00.022,0.0236,-10.977,30,5.001,0,0,-0.1188979,0,2134.047,-21.3795,0,0
0,00:00:00.024,0.0252,-10.977,30,5.001,0,0,-0.1188979,0,2133.115,-20.92599,0,0
0,00:00:00.025,0.0268,-10.977,30,5.001,0,0,-0.1177955,0,2134.28,-18.6675,0,0
0,00:00:00.027,0.0284,-10.977,30,5.001,0,0,-0.1166931,0,2133.231,-22.282,0,0
0,00:00:00.028,0.03,-10.977,30,5.001,0,0,-0.1166931,0,2134.396,-20.92799,0,0
0,00:00:00.030,0.0316,-10.977,30,5.001,0,0,-0.1166931,0,2132.649,-22.7325,0,0
0,00:00:00.032,0.0332,-10.977,30,5.001,0,0,-0.1125315,0,2132.649,-21.83,0,0
0,00:00:00.033,0.0348,-10.977,30,5.001,0,0,-0.10837,0,2133.115,-21.37749,0,0
0,00:00:00.035,0.0364,-10.977,30,5.001,0,0,-0.10837,0,2132.649,-23.637,0,0
0,00:00:00.036,0.038,-10.977,30,5.001,0,0,-0.10837,0,2132.3,-20.024,0,0
0,00:00:00.038,0.0396,-10.977,30,5.001,0,0,-0.1398044,0,2132.532,-23.186,0,0
0,00:00:00.040,0.0412,-10.977,30,5.001,0,0,-0.1398044,0,2132.183,-24.08949,0,0
1,00:00:00.041,0.0428,-10.977,30,5.001,0,0,-0.1398044,0,2131.833,-19.1235,0,0
1,00:00:00.043,0.0444,-10.977,30,5.001,0,0,-0.1398044,0,2132.299,-20.477,0,0
1,00:00:00.044,0.046,-10.977,30,5.001,0,0,-0.08048303,0,2131.717,-20.477,0,0
1,00:00:00.046,0.0476,-10.977,30,5.001,0,0,-0.08048303,0,2131.717,-23.186,0,0
1,00:00:00.048,0.0492,-10.977,30,5.001,0,0,-0.08048303,0,2131.251,-20.02699,0,0
1,00:00:00.049,0.0508,-10.977,30,5.001,0,0,-0.1027084,0,2131.134,-22.285,0,0
1,00:00:00.051,0.0524,-10.977,30,5.001,0,0,-0.1249337,0,2130.436,-24.9945,0,0
1,00:00:00.052,0.054,-10.977,30,5.001,0,0,-0.1249337,0,2130.436,-25.4445,0,0
1,00:00:00.054,0.0556,-10.977,30,5.001,0,0,-0.1249337,0,2130.668,-23.6375,0,0
1,00:00:00.056,0.0572,-10.977,30,5.001,0,0,-0.1067131,0,2129.62,-24.0895,0,0
1,00:00:00.057,0.0588,-10.977,30,5.001,0,0,-0.08849252,0,2129.969,-21.8305,0,0
1,00:00:00.059,0.0604,-10.977,30,5.001,0,0,-0.08849252,0,2129.271,-24.0885,0,0
1,00:00:00.060,0.062,-10.977,30,5.001,0,0,-0.08849252,0,2129.387,-21.83199,0,0
1,00:00:00.062,0.0636,-10.977,30,5.001,0,0,-0.1487238,0,2129.271,-23.638,0,0
