Msg Id,Time (hr:min:sec),Time (Seconds) (),Clamp Pos (mm) (),Shoulder (Y) Pos (mm) (),Probe (X) Pos (mm) (),Shoulder (Y) Vel (mmPM) (),Probe (X) Velocity (mmPM) (),Spindle Torque (Nm) (),Shoulder Force (N) (),Probe Force (N) (),Anvil Force (N) (),Shoulder Servo Torque (Nm) (),Probe Servo Torque (Nm) ()
0,00:00:00.000,0.0012,-10.977,30,5.001,0,0,0.1080179,0,2233.072,-24.0665,0,0
0,00:00:00.001,0.0028,-10.977,30,5.001,0,0,0.0930207,0,2233.771,-18.648,0,0
0,00:00:00.003,0.0044,-10.977,30,5.001,0,0,0.07802351,0,2233.072,-22.7115,0,0
0,00:00:00.004,0.006,-10.977,30,5.001,0,0,0.07802351,0,2233.538,-22.2605,0,0
0,00:00:00.006,0.0076,-10.977,30,5.001,0,0,0.07802351,0,2232.373,-24.066,0,0
0,00:00:00.008,0.0092,-10.977,30,5.001,0,0,0.1036168,0,2232.722,-19.5485,0,0
0,00:00:00.009,0.0108,-10.977,30,5.001,0,0,0.12921,0,2232.373,-20.904,0,0
0,00:00:00.011,0.0124,-10.977,30,5.001,0,0,0.12921,0,2233.305,-19.5505,0,0
0,00:00:00.012,0.014,-10.977,30,5.001,0,0,0.12921,0,2232.723,-23.164,0,0
0,00:00:00.014,0.0156,-10.977,30,5.001,0,0,0.1105096,0,2233.072,-19.0985,0,0
0,00:00:00.016,0.0172,-10.977,30,5.001,0,0,0.09180927,0,2232.256,-24.971,0,0
0,00:00:00.017,0.0188,-10.977,30,5.001,0,0,0.09180927,0,2233.188,-20.4525,0,0
0,00:00:00.019,0.0204,-10.977,30,5.001,0,0,0.09180927,0,2231.441,-22.2595,0,0
0,00:00:00.020,0.022,-10.977,30,5.001,0,0,0.1283225,0,2233.305,-19.551,0,0
0,00:00:00.022,0.0236,-10.977,30,5.001,0,0,0.1283225,0,2232.023,-20.903,0,0
0,00:00:00.024,0.0252,-10.977,30,5.001,0,0,0.1283225,0,2232.606,-19.099,0,0
0,00:00:00.025,0.0268,-10.977,30,5.001,0,0,0.1283225,0,2232.023,-20.0025,0,0
0,00:00:00.027,0.0284,-10.977,30,5.001,0,0,0.07151721,0,2232.606,-18.649,0,0
0,00:00:00.028,0.03,-10.977,30,5.001,0,0,0.07151721,0,2232.373,-22.7135,0,0
0,00:00:00.030,0.0316,-10.977,30,5.001,0,0,0.07151721,0,2232.373,-19.5525,0,0
0,00:00:00.032,0.0332,-10.977,30,5.001,0,0,0.09803794,0,2231.907,-23.164,0,0
0,00:00:00.033,0.0348,-10.977,30,5.001,0,0,0.1245587,0,2232.373,-19.549,0,0
0,00:00:00.035,0.0364,-10.977,30,5.001,0,0,0.1245587,0,2232.14,-24.067,0,0
0,00:00:00.036,0.038,-10.977,30,5.001,0,0,0.1245587,0,2231.907,-22.71,0,0
0,00:00:00.038,0.0396,-10.977,30,5.001,0,0,0.123858,0,2231.674,-25.4215,0,0
